Timestamp,SoilMoisture,SoilTemp,AirTemp,AirPressure,AirHumidity,RSSI
2024/10/05 16:47,-3.69,24.75,25.64,932,34.8,-61
2024/10/05 16:47,-3.69,24.62,25.63,932,34.8,-61
2024/10/05 16:48,-3.64,24.69,25.62,932,34.9,-62
2024/10/05 16:48,-3.54,24.69,25.62,932,34.9,-60
2024/10/05 16:49,-3.69,24.69,25.61,932,35.1,-62
2024/10/05 16:49,-3.54,24.69,25.62,932,34.8,-61
2024/10/05 16:49,-3.69,24.69,25.62,932,35.1,-61
2024/10/05 16:50,-3.59,24.62,25.62,932,35.5,-61
2024/10/05 16:50,-3.69,24.69,25.61,932,35.6,-62
2024/10/05 16:50,-3.64,24.69,25.61,932,35.9,-61
2024/10/05 16:51,-3.59,24.69,25.61,932,35.8,-62
2024/10/05 16:51,-3.64,24.69,25.61,932,35.9,-74
2024/10/05 16:52,-3.69,24.62,25.63,932,35.6,-68
2024/10/05 16:52,-3.64,24.69,25.61,932,35.6,-63
2024/10/05 16:52,-3.73,24.69,25.6,932,35.8,-68
2024/10/05 16:53,-3.64,24.69,25.58,932,35.9,-66
2024/10/05 16:53,-3.59,24.69,25.57,932,36.1,-67
2024/10/05 16:54,-3.54,24.62,25.6,932,36,-73
2024/10/05 16:54,-3.64,24.69,25.59,932,36,-66
2024/10/05 16:54,-3.69,24.62,25.58,932,36,-69
2024/10/05 16:55,-3.59,24.69,25.58,932,36.2,-68
2024/10/05 16:55,-3.64,24.62,25.6,932,36.3,-67
2024/10/05 16:55,-3.73,24.69,25.6,932,36.2,-77
2024/10/05 16:56,-3.54,24.62,25.61,932,36.3,-77
2024/10/05 16:56,-3.69,24.62,25.61,932,36.6,-74
2024/10/05 16:57,-3.44,24.62,25.58,932,36.3,-74
2024/10/05 16:57,-3.73,24.69,25.59,932,36.3,-78
2024/10/05 16:57,-3.54,24.62,25.58,932,36.3,-78
2024/10/05 16:58,-3.59,24.69,25.6,932,36.2,-75
2024/10/05 16:58,-3.59,24.69,25.6,932,36.7,-71
2024/10/05 16:59,-3.64,24.69,25.61,932,36.6,-70
2024/10/05 16:59,-3.64,24.69,25.61,932,36.6,-75
2024/10/05 16:59,-3.59,24.69,25.6,932,37,-67
2024/10/05 17:00,-3.64,24.69,25.61,932,36.4,-72
2024/10/05 17:00,-3.59,24.69,25.62,932,36.4,-71
2024/10/05 17:01,-3.69,24.69,25.63,932,36.4,-70
2024/10/05 17:01,-3.59,24.69,25.63,932,36.4,-71
2024/10/05 17:01,-3.54,24.62,25.64,932,36.6,-70
2024/10/05 17:02,-3.69,24.69,25.64,932,36.6,-72
2024/10/05 17:02,-3.64,24.69,25.63,932,36.6,-71
2024/10/05 17:02,-3.59,24.69,25.63,932,36.3,-62
2024/10/05 17:03,-3.64,24.69,25.64,932,36.3,-67
2024/10/05 17:03,-3.59,24.69,25.64,932,36.4,-65
2024/10/05 17:04,-3.64,24.69,25.64,932,36.3,-67
2024/10/05 17:04,-3.73,24.69,25.63,932,36.7,-77
2024/10/05 17:04,-3.59,24.69,25.63,932,36.8,-68
2024/10/05 17:05,-3.64,24.69,25.63,932,36.7,-72
2024/10/05 17:05,-3.64,24.69,25.63,932,36.5,-71
2024/10/05 17:06,-3.59,24.69,25.64,932,36.7,-74
2024/10/05 17:06,-3.64,24.75,25.64,932,36.5,-75
2024/10/05 17:06,-3.59,24.75,25.64,932,36.6,-71
2024/10/05 17:07,-3.64,24.75,25.64,932,36.8,-71
2024/10/05 17:07,-3.73,24.69,25.64,932,37.1,-74
2024/10/05 17:07,-3.59,24.69,25.64,932,36.7,-70
2024/10/05 17:08,-3.64,24.75,25.64,932,36.7,-65
2024/10/05 17:58,0,0,0,0,0,-83
2024/10/05 17:58,-3.29,24.94,26.37,932,36.5,-75
2024/10/05 17:59,-3.29,24.94,26.37,932,36.5,-82
2024/10/05 17:59,-3.29,24.94,26.37,932,36.5,-84
2024/10/05 18:01,-3.29,24.94,26.37,932,36.5,-82
2024/10/05 18:01,-3.29,24.94,26.37,932,36.5,-82
2024/10/05 18:02,-5.45,24.75,26.13,931,37.1,-81
2024/10/05 18:02,-5.45,24.75,26.13,931,37.1,-82
2024/10/05 18:03,-5.45,24.75,26.13,931,37.1,-82
2024/10/05 18:07,-5.45,24.75,26.13,931,37.1,-83
2024/10/05 18:07,-5.45,24.75,26.13,931,37.1,-95
2024/10/05 18:09,-5.45,24.75,26.13,931,37.1,-104
2024/10/05 18:10,-5.45,24.75,26.13,931,37.1,-104
2024/10/05 18:10,-4.77,26.12,25.77,930,42.4,-104
2024/10/05 18:23,-4.77,26.12,25.77,930,42.4,-107
2024/10/05 18:23,-4.77,26.12,25.77,930,42.4,-107
2024/10/05 18:24,-4.77,26.12,25.77,930,42.4,-108
2024/10/05 18:24,-4.77,26.12,25.77,930,42.4,-107
2024/10/05 19:23,-4.77,26.12,25.77,930,42.4,-84
2024/10/05 19:27,-4.77,26.12,25.77,930,42.4,-76
2024/10/05 19:31,-4.77,26.12,25.77,930,42.4,-99
2024/10/06 12:06,0.25,24.5,24.92,928,30.6,-65
2024/10/06 12:07,-0.64,27.69,26.22,928,30,-66
2024/10/06 12:07,-0.05,28.69,26.85,928,27.9,-65
2024/10/06 12:22,4.91,25,33.88,929,21.1,-108
2024/10/06 12:23,-3.14,35.12,33.44,928,18.4,-108
2024/10/06 12:23,-3.34,34.56,33.45,928,18.7,-109
2024/10/06 12:24,-3.39,34.06,33.64,928,21.6,-109
2024/10/06 12:24,-3.29,33.81,33.76,928,19.3,-108
2024/10/06 12:24,-2.95,33.69,33.88,928,21.8,-109
2024/10/06 12:25,-3.39,33.62,33.73,928,18.8,-108
2024/10/06 12:25,-3.34,33.44,33.45,928,19.2,-109
2024/10/06 12:26,-2.85,33,33.23,928,17.9,-109
2024/10/06 12:26,-3.64,32.69,32.99,928,16.9,-109
2024/10/06 12:26,-3.19,32.44,33.09,928,18.9,-108
2024/10/06 12:27,-3.14,32.31,33.08,928,17.1,-108
2024/10/06 12:27,-4.96,32.12,33.05,928,18.5,-109
2024/10/06 12:28,-3.1,32,33.16,928,18.3,-108
2024/10/06 12:28,-3.64,31.94,33.25,928,21,-108
2024/10/06 12:28,-2.65,31.94,33.28,928,20.6,-109
2024/10/06 12:29,-3.54,32,33.24,928,19.2,-109
2024/10/06 12:29,-2.65,32.06,33.33,928,18.8,-109
2024/10/06 12:30,-3.73,32,33.32,928,19.8,-109
2024/10/06 12:30,-3.34,32.06,33.25,928,18.8,-109
2024/10/06 12:31,-3.24,32,33.23,928,18.3,-109
2024/10/06 12:31,-2.75,32,32.95,928,16.8,-110
2024/10/06 12:31,-5.7,31.94,32.91,928,16.8,-109
2024/10/06 12:32,-4.96,31.88,33.12,928,18.5,-109
2024/10/06 12:32,-4.18,31.88,33.31,928,19.8,-109
2024/10/06 12:33,-3.78,31.81,33.22,928,19.3,-109
2024/10/06 12:33,-4.91,31.81,32.89,928,17.4,-109
2024/10/06 12:33,-3.78,31.81,32.84,928,17.9,-109
2024/10/06 12:35,-2.41,30.38,32.52,928,20.9,-106
2024/10/06 12:36,-2.21,30.75,32.46,927,19.3,-107
2024/10/06 12:36,2.8,31.31,32.66,927,19.3,-108
2024/10/06 12:36,-1.87,31.5,32.91,927,20.3,-108
2024/10/06 12:37,-2.65,31.44,32.95,927,24.7,-108
2024/10/06 12:38,-1.62,31.38,32.29,926,15.8,-108
2024/10/06 12:38,-0.98,31.25,32.34,926,17.5,-109
2024/10/06 12:39,-0.1,31.75,32.35,925,21.1,-108
2024/10/06 12:40,-1.62,31.94,32.69,925,18.5,-109
2024/10/06 12:40,1.28,32.06,32.85,925,16.6,-106
2024/10/06 12:40,1.28,32.06,32.85,925,16.6,-109
2024/10/06 12:41,1.18,32.75,33.22,925,16.1,-108
2024/10/06 12:42,-0.1,33.5,33.48,926,14.7,-108
2024/10/06 12:57,-4.57,32,33.32,928,18.3,-105
2024/10/06 13:01,-3.1,32.06,33.42,928,19,-108
2024/10/06 13:01,-3.39,32.12,33.22,928,17.7,-108
2024/10/06 13:02,-3.14,32.12,33.2,928,18.2,-108
2024/10/06 13:02,-4.91,32.06,33.15,928,18.5,-107
2024/10/06 13:03,-3.19,32,33.16,928,18.6,-107
2024/10/06 13:03,-3.05,32,33.09,928,17.1,-107
2024/10/06 13:03,-3.14,31.88,33.18,928,18.1,-106
2024/10/06 13:04,-3.14,31.81,33.28,928,19,-107
2024/10/06 13:04,-3.14,31.81,33.34,928,18.5,-107
2024/10/06 13:04,-3.1,31.94,33.44,928,18.4,-107
2024/10/06 13:05,-4.03,31.94,33.26,928,18.3,-107
2024/10/06 13:05,-3.34,32,33.21,928,18.7,-106
2024/10/06 13:06,-3.93,31.94,33.19,928,20.3,-107
2024/10/06 13:06,-3.24,31.94,33.15,928,18.1,-107
2024/10/06 13:06,-2.85,31.88,33.02,928,16.3,-107
2024/10/06 13:07,-3.83,31.81,32.93,928,15.7,-107
2024/10/06 13:07,-3.05,31.69,33.09,928,17.5,-107
2024/10/06 13:08,-2.95,31.75,33.16,928,16.5,-107
2024/10/06 13:08,-3.59,31.75,33.2,928,17.6,-107
2024/10/06 13:08,-2.95,31.69,33.25,928,15.4,-106
2024/10/06 13:09,-2.6,31.75,33.33,928,15.9,-107
2024/10/06 13:09,-3.19,31.69,33.05,928,17,-107
2024/10/06 13:10,-2.8,31.69,32.91,928,18.3,-107
2024/10/06 13:10,-2.95,31.62,32.66,928,17,-108
2024/10/06 13:10,-4.28,31.56,32.79,928,15,-107
2024/10/06 13:11,-3.39,31.5,32.79,928,17.1,-107
2024/10/06 13:11,-3.83,31.44,32.76,928,17.7,-107
2024/10/06 13:11,-2.85,31.44,32.74,928,18.4,-107
2024/10/06 13:12,-3.54,31.31,32.63,928,17.5,-107
2024/10/06 13:12,-3.14,31.31,32.67,928,15.7,-106
2024/10/06 13:13,-3.34,31.25,32.82,928,16.5,-108
2024/10/06 13:13,-4.13,31.25,32.92,928,16,-107
2024/10/06 13:13,-4.03,31.19,32.98,928,17.5,-107
2024/10/06 13:14,-3.54,31.12,32.99,928,17.3,-106
2024/10/06 13:14,-4.23,31.12,32.98,928,16.2,-107
2024/10/06 13:27,-4.23,31.12,32.98,928,16.2,-108
2024/10/06 13:42,-4.23,31.12,32.98,928,16.2,-108
2024/10/06 13:43,-0.2,31.75,35.38,928,16.9,-108
2024/10/06 13:43,-2.06,31.69,35.15,928,16.6,-108
2024/10/06 13:43,-2.06,31.69,35.15,928,16.6,-108
